id,0,1,2
151,0,100.115,68.323
152,0,99.876,65.297
153,0,100.1,66.666
154,0,98.974,67.792
155,0,98.619,65.583
156,0,101.078,65.454
157,0,98.918,65.788
158,0,100.928,64.901
159,0,100.617,69.744
160,0,101.02,68.145
161,0,100.394,64.792
162,0,101.242,66.132
163,0,98.305,68.31
164,0,98.435,68.704
165,0,98.824,66.677
166,0,97.895,66.61
167,0,98.987,64.134
168,0,97.84,64.535
169,0,98.628,67.675
170,0,101.679,65.924
171,0,99.893,66.413
172,0,99.367,65.983
173,0,101.758,66.227
174,0,98.918,65.008
175,0,97.013,64.513
176,0,98.545,67.54
177,0,98.114,68.605
178,0,104.126,65.605
179,0,100.345,67.751
180,0,101.127,65.924
181,0,101.264,68.015
182,0,101.835,66.95
183,0,99.955,68.192
184,0,99.463,66.48
185,0,100.438,66.282
186,0,102.811,68.046
187,0,97.838,67.375
188,0,97.849,65.865
189,0,100.603,65.89
190,0,102.64,66.873
191,0,101.809,66.946
192,0,99.468,69.353
193,0,98.955,65.987
194,0,98.808,68.375
195,0,100.52,67.501
196,0,100.867,66.771
197,0,98.446,66.742
198,0,102.282,67.654
199,0,99.332,65.158
200,0,101.261,68.787
201,0,102.161,64.745
202,0,100.04,69.916
203,0,101.371,67.489
204,0,100.437,65.17
205,0,100.488,66.11
206,0,101.506,65.211
207,0,102.984,68.516
208,0,97.387,68.535
209,0,98.893,69.246
210,0,102.293,66.377
211,0,100.84,66.626
212,0,100.933,66.81
213,0,99.758,67.62
214,0,101.086,65.695
215,0,99.538,69.214
216,0,100.601,65.918
217,0,98.941,65.163
218,0,101.2,68.645
219,0,99.621,67.705
220,0,99.924,66.998
221,0,102.757,68.474
222,0,100.765,68.228
223,0,101.516,67.43
224,0,98.911,67.111
225,0,99.145,67.448
226,0,100.591,67.585
227,0,103.159,65.731
228,0,101.946,68.406
229,0,99.976,66.278
230,0,100.201,67.963
231,0,101.678,70.597
232,0,99.459,66.86
233,0,98.549,65.871
234,0,100.961,64.145
235,0,103.007,68.244
236,0,100.842,67.703
237,0,99.637,66.573
238,0,100.007,67.452
239,0,99.619,67.855
240,0,100.942,68.259
241,0,102.38,67.066
242,0,98.147,65.097
243,0,101.355,67.816
244,0,101.93,65.267
245,0,100.316,65.552
246,0,100.82,69.933
247,0,99.551,68.564
248,0,98.667,66.082
249,0,98.851,66.904
250,0,99.09,66.52
251,0,99.855,67.543
252,0,100.195,69.434
253,0,100.665,66.277
254,0,101.39,68.344
255,0,100.389,66.789
256,0,101.207,67.242
257,0,99.335,68.043
258,0,97.538,65.041
259,0,99.695,66.437
260,0,100.47,68.498
261,0,101.649,65.911
262,0,100.235,66.107
263,0,99.796,67.181
264,0,102.664,65.375
265,0,98.129,66.817
266,0,98.495,68.353
267,0,99.265,66.666
268,0,102.014,67.547
269,0,101.627,66.206
270,0,101.481,66.378
271,0,98.519,64.05
272,0,100.354,71.638
273,0,98.179,65.605
274,0,99.502,69.22
275,0,100.885,68.529
276,0,100.173,67.493
277,0,99.434,68.602
278,0,100.069,67.506
279,0,96.269,67.427
280,0,100.866,66.227
281,0,98.371,66.738
282,0,100.138,67.704
283,0,101.227,68.952
284,0,99.192,65.752
285,0,100.903,66.666
286,0,98.14,65.203
287,0,99.295,66.703
288,0,100.722,67.017
289,0,100.039,68.061
290,0,101.102,66.218
291,0,99.385,69.175
292,0,99.924,67.943
293,0,99.384,65.908
294,0,99.612,65.437
295,0,101.662,63.145
296,0,98.579,66.014
297,0,98.868,68.984
298,0,100.324,69.222
299,0,101.435,66.424
300,0,99.443,66.748
301,0,101.419,65.637
302,0,100.719,64.718
303,0,101.188,67.205
304,0,101.997,67.358
305,0,99.216,67.051
306,0,101.399,67.487
307,0,99.089,67.439
308,0,101.539,67.246
309,0,98.457,68.11
310,0,100.766,64.722
311,0,98.453,66.17
312,0,100.144,65.838
313,0,101.946,65.835
314,0,102.236,66.616
315,0,97.574,67.448
316,0,98.217,67.124
317,0,101.933,65.595
318,0,102.172,66.689
319,0,101.004,68.657
320,0,103.053,65.768
321,0,104.131,66.445
322,0,98.45,67.888
323,0,99.577,66.297
324,0,101.205,67.502
325,0,98.671,65.197
326,0,102.62,68.341
327,0,102.21,68.195
328,0,102.029,67.559
329,0,100.144,66.535
330,0,100.984,67.546
331,0,98.773,65.516
332,0,100.596,70.169
333,0,99.893,67.115
334,0,98.9,67.552
335,0,102.085,65.727
336,0,100.795,65.822
337,0,99.879,69.357
338,0,99.009,67.094
339,0,100.537,65.012
340,0,97.782,66.983
341,0,100.913,67.704
342,0,97.648,65.814
343,0,99.642,64.37
344,0,101.196,65.917
345,0,97.154,65.352
346,0,96.654,65.926
347,0,100.028,69.587
348,0,99.341,66.73
349,0,97.538,67.41
350,0,101.34,67.217
351,0,102.477,65.494
352,0,99.22,67.956
353,0,97.484,68.906
354,0,100.357,66.369
355,0,98.125,65.089
356,0,99.064,67.903
357,0,100.222,68.352
358,0,101.651,66.969
359,0,101.484,66.222
360,0,101.015,67.469
361,0,99.308,67.993
362,0,98.235,65.738
363,0,101.911,67.802
364,0,100.154,68.932
365,0,99.034,68.577
366,0,100.799,66.081
367,0,96.974,68.172
368,0,103.107,66.313
369,0,99.668,67.092
370,0,99.331,66.098
371,0,100.301,65.84
372,0,100.492,66.946
373,0,98.447,65.724
374,0,100.176,66.656
375,0,98.058,68.097
376,0,103.136,67.061
377,0,99.913,64.832
378,0,102.274,68.026
379,0,100.143,68.955
380,0,100.774,67.973
381,0,103.495,68.968
382,0,99.988,67.084
383,0,100.697,64.526
384,0,97.272,67.592
385,0,98.147,66.468
386,0,99.033,66.483
387,0,101.71,67.017
388,0,101.042,66.158
389,0,100.456,67.339
390,0,102.711,68.379
391,0,102.282,66.517
392,0,99.563,67.149
393,0,100.598,67.928
394,0,98.569,66.405
395,0,101.728,67.103
396,0,97.604,70.22
397,0,100.26,65.415
398,0,101.63,67.825
399,0,100.827,65.114
400,0,102.53,66.159
401,0,99.994,67.692
402,0,99.528,66.543
403,0,99.803,69.347
404,0,97.28,66.296
405,0,99.525,66.378
406,0,101.787,65.673
407,0,100.874,67.62
408,0,95.992,70.624
409,0,102.406,65.383
410,0,98.516,66.083
411,0,96.091,69.287
412,0,100.298,67.962
413,0,96.028,69.808
414,0,100.593,66.487
415,0,96.353,66.73
416,0,102.233,67.813
417,0,98.725,69.288
418,0,100.743,66.735
419,0,99.439,66.943
420,0,98.63,64.445
421,0,101.564,68.485
422,0,100.429,68.765
423,0,99.441,67.805
424,0,97.379,67.38
425,0,100.493,64.266
426,0,102.496,68.524
427,0,102.379,66.848
428,0,97.061,69.8
429,0,100.904,64.795
430,0,100.241,69.852
431,0,99.926,66.805
432,0,100.924,67.59
433,0,100.509,67.614
434,0,102.516,67.563
435,0,102.847,67.022
436,0,98.854,66.505
437,0,100.258,65.311
438,0,100.346,66.454
439,0,99.051,65.649
440,0,98.65,65.731
441,0,98.974,67.812
442,0,99.54,67.698
443,0,99.156,65.932
444,0,99.931,67.063
445,0,100.127,68.11
446,0,102.98,67.444
447,0,101.782,65.255
448,0,95.836,66.879
449,0,100.061,68.077
450,0,103.379,66.251
451,0,97.5,65.551
452,0,100.793,66.017
453,0,99.201,66.102
454,0,103.431,65.009
455,0,99.651,66.946
456,0,102.755,67.469
457,0,101.37,67.418
458,0,97.698,69.165
459,0,101.57,65.989
460,0,101.339,67.556
461,0,101.286,69.758
462,0,100.204,68.424
463,0,99.975,65.152
464,0,101.091,66.621
465,0,101.775,68.493
466,0,102.027,65.12
467,0,98.804,66.696
468,0,101.827,65.396
469,0,100.492,64.015
470,0,99.658,67.888
471,0,102.447,65.302
472,0,100.078,69.2
473,0,101.567,65.895
474,0,100.762,67.895
475,0,96.474,68.771
476,0,101.734,66.856
477,0,101.126,68.401
478,0,99.38,71.105
479,0,100.597,69.506
480,0,100.036,66.825
481,0,101.15,63.871
482,0,97.808,66.632
483,0,101.908,69.71
484,0,101.425,66.275
485,0,99.609,67.132
486,0,99.882,67.287
487,0,100.241,66.558
488,0,99.307,67.242
489,0,99.904,68.917
490,0,99.036,69.166
491,0,103.209,65.364
492,0,101.526,68.058
493,0,99.273,66.528
494,0,100.285,66.326
495,0,100.371,67.967
496,0,101.375,66.607
497,0,98.286,67.397
498,0,98.728,68.16
499,0,101.444,68.277
500,0,98.514,68.277
501,0,100.001,68.933
502,0,99.538,62.995
503,0,99.07,65.578
504,0,100.722,65.446
505,0,101.007,66.717
506,0,102.949,69.426
507,0,100.059,67.885
508,0,100.689,67.913
509,0,98.633,68.329
510,0,96.953,64.738
511,0,99.843,66.132
512,0,100.556,68.204
513,0,101.974,64.59
514,0,101.613,64.781
515,0,99.458,66.012
516,0,100.798,65.03
517,0,98.984,65.372
518,0,99.951,68.905
519,0,100.952,67.465
520,0,99.487,67.396
521,0,99.533,64.909
522,0,98.286,66.476
523,0,99.401,65.968
524,0,99.971,64.531
525,0,100.584,66.037
526,0,98.635,65.674
527,0,98.992,67.103
528,0,101.172,68.657
529,0,103.531,69.972
530,0,102.965,66.131
531,0,100.559,67.442
532,0,102.391,70.144
533,0,99.851,65.993
534,0,97.603,66.953
535,0,98.465,66.431
536,0,100.146,66.298
537,0,98.137,66.624
538,0,99.955,66.568
539,0,99.167,66.627
540,0,99.564,66.434
541,0,100.286,68.472
542,0,100.68,64.363
543,0,101.071,64.97
544,0,99.742,68.032
545,0,99.466,67.128
546,0,98.49,67.736
547,0,102.059,63.954
548,0,97.243,66.467
549,0,96.262,66.616
550,0,99.954,66.342
551,0,98.141,67.606
552,0,101.428,66.622
553,0,100.926,67.351
554,0,100.201,66.558
555,0,102.17,67.837
556,0,97.166,66.666
557,0,102.253,64.97
558,0,100.161,68.103
559,0,100.014,66.508
560,0,99.752,65.82
561,0,99.409,65.157
562,0,101.817,64.086
563,0,100.46,65.834
564,0,101.602,69.167
565,0,99.132,67.141
566,0,101.402,67.147
567,0,98.536,69.714
568,0,98.439,67.607
569,0,99.339,66.536
570,0,102.716,68.679
571,0,99.666,64.702
572,0,102.454,66.982
573,0,100.806,68.44
574,0,100.643,65.31
575,0,99.433,67.442
576,0,96.43,67.491
577,0,98.427,68.705
578,0,101.82,66.289
579,0,99.187,66.083
580,0,101.238,66.578
581,0,99.744,65.362
582,0,99.901,68.631
583,0,103.011,67.236
584,0,98.47,66.222
585,0,98.763,66.266
586,0,100.851,67.436
587,0,98.622,69.279
588,0,99.295,65.483
589,0,99.094,68.514
590,0,101.113,67.636
591,0,99.955,66.98
592,0,99.589,67.558
593,0,101.125,65.406
594,0,99.205,67.38
595,0,101.515,67.618
596,0,98.784,67.341
597,0,100.938,64.998
598,0,101.407,67.456
599,0,101.609,66.435
600,0,100.61,66.164
601,0,99.116,67.052
602,0,102.154,66.437
603,0,100.464,69.561
604,0,98.335,66.553
605,0,101.387,68.036
606,0,99.499,67.58
607,0,102.374,68.972
608,0,99.596,68.711
609,0,97.684,65.851
610,0,99.369,68.493
611,0,101.875,65.626
612,0,98.056,67.71
613,0,101.291,66.943
614,0,99.684,63.763
615,0,100.86,67.204
616,0,99.62,69.513
617,0,100.874,66.172
618,0,97.434,68.987
619,0,100.73,66.224
620,0,98.142,67.2
621,0,101.147,67.588
622,0,99.514,66.273
623,0,97.842,66.942
624,0,101.297,66.883
625,0,101.056,64.906
626,0,103.526,64.272
627,0,99.299,70.4
628,0,99.549,64.488
629,0,100.216,67.304
630,0,100.898,69.572
631,0,99.421,66.969
632,0,100.895,66.317
633,0,97.774,66.565
634,0,102.353,66.451
635,0,99.268,68.043
636,0,100.645,66.52
637,0,100.771,65.916
638,0,100.274,66.857
639,0,96.384,67.458
640,0,100.121,66.896
641,0,99.937,69.045
642,0,99.279,66.852
643,0,101.437,68.544
644,0,101.801,69.659
645,0,98.877,66.663
646,0,100.802,64.303
647,0,97.876,66.205
648,0,100.357,67.68
649,0,100.591,67.87
650,0,97.274,65.727
651,0,100.853,69.196
652,0,99.568,65.414
653,0,100.212,67.885
654,0,99.849,66.821
655,0,99.952,69.534
656,0,101.449,66.526
657,0,101.806,67.103
658,0,99.855,65.472
659,0,98.123,67.893
660,0,100.489,64.897
661,0,99.305,66.839
662,0,100.266,65.808
663,0,97.765,70.493
664,0,99.274,69.808
665,0,97.879,66.899
666,0,101.403,67.914
667,0,98.957,69.131
668,0,100.099,66.564
669,0,99.31,69.128
670,0,100.355,66.151
671,0,97.902,65.681
672,0,98.067,68.787
673,0,101.081,65.597
674,0,101.396,66.459
675,0,99.773,68.759
676,0,102.265,67.635
677,0,100.578,68.639
678,0,98.872,66.077
679,0,99.218,68.059
680,0,100.08,67.975
681,0,99.18,68.162
682,0,100.62,67.067
683,0,102.781,67.484
684,0,100.979,66.469
685,0,99.769,67.659
686,0,103.812,66.762
687,0,99.233,68.965
688,0,101.586,65.615
689,0,100.081,69.731
690,0,100.997,67.355
691,0,99.85,63.73
692,0,98.628,66.266
693,0,101.914,65.959
694,0,98.595,66.772
695,0,103.588,66.569
696,0,99.874,69.549
697,0,102.606,68.494
698,0,100.564,65.73
699,0,100.55,67.626
700,0,98.561,67.238
701,0,98.39,68.134
702,0,100.225,66.215
703,0,101.446,65.562
704,0,98.319,67.43
705,0,101.69,62.926
706,0,101.975,67.663
707,0,100.69,68.908
708,0,100.479,66.572
709,0,97.698,67.398
710,0,99.633,67.961
711,0,99.371,65.002
712,0,99.989,66.734
713,0,99.332,65.577
714,0,101.158,65.36
715,0,100.452,69.34
716,0,99.225,68.024
717,0,98.676,68.695
718,0,98.787,67.156
719,0,101.485,70.025
720,0,98.548,69.363
721,0,101.906,67.455
722,0,98.247,69.0
723,0,99.291,69.754
724,0,99.853,66.083
725,0,97.86,66.067
726,0,102.361,66.635
727,0,102.019,66.711
728,0,100.965,65.63
729,0,99.525,66.293
730,0,98.637,68.992
731,0,101.966,69.042
732,0,96.653,65.735
733,0,99.886,66.624
734,0,100.009,67.93
735,0,101.5,66.915
736,0,100.214,66.067
737,0,98.535,67.345
738,0,101.45,68.69
739,0,98.267,66.688
740,0,101.518,67.104
741,0,99.873,65.677
742,0,97.267,65.587
743,0,99.568,68.05
744,0,98.188,68.554
745,0,99.545,66.14
746,0,98.218,65.746
747,0,100.953,68.098
748,0,98.389,66.89
749,0,99.588,65.981
750,0,101.242,68.043
751,0,101.593,69.325
752,0,99.894,69.388
753,0,100.461,62.823
754,0,100.805,66.166
755,0,101.275,69.535
756,0,97.618,67.586
757,0,101.873,67.355
758,0,98.801,69.094
759,0,98.92,67.028
760,0,99.569,69.321
761,0,100.509,67.193
762,0,99.738,65.717
763,0,99.858,69.096
764,0,102.118,68.558
765,0,97.993,67.274
766,0,103.633,65.782
767,0,97.071,70.46
768,0,102.155,68.925
769,0,98.021,67.695
770,0,98.314,66.964
771,0,99.334,68.282
772,0,100.302,68.866
773,0,102.094,66.757
774,0,102.569,66.489
775,0,97.851,67.803
776,0,99.973,64.626
777,0,98.895,67.328
778,0,97.699,69.043
779,0,98.549,67.243
780,0,99.545,65.995
781,0,99.337,66.606
782,0,103.048,68.25
783,0,101.554,66.935
784,0,101.033,67.525
785,0,98.51,64.749
786,0,101.041,65.983
787,0,100.894,69.385
788,0,100.169,68.369
789,0,99.709,67.399
790,0,97.306,66.259
791,0,100.723,65.471
792,0,100.218,67.452
793,0,99.889,68.752
794,0,99.946,66.72
795,0,100.664,67.889
796,0,97.575,68.644
797,0,98.961,65.013
798,0,100.148,65.968
799,0,103.451,68.7
800,0,100.324,67.068
801,0,98.916,66.163
802,0,98.703,67.471
803,0,101.911,67.18
804,0,100.205,68.074
805,0,100.596,68.291
806,0,99.174,65.917
807,0,100.686,67.135
808,0,102.235,67.31
809,0,99.264,71.22
810,0,102.901,68.126
811,0,97.441,67.578
812,0,100.863,67.771
813,0,99.177,67.895
814,0,97.923,66.992
815,0,98.947,66.421
816,0,100.679,64.146
817,0,99.461,65.547
818,0,99.081,67.02
819,0,98.869,67.505
820,0,99.982,67.616
821,0,99.946,67.95
822,0,101.046,64.454
823,0,101.222,67.703
824,0,98.434,68.048
825,0,99.03,67.187
826,0,99.742,66.608
827,0,100.458,65.502
828,0,99.151,68.212
829,0,100.576,68.598
830,0,99.873,67.259
831,0,101.295,69.391
832,0,102.177,68.018
833,0,98.238,67.49
834,0,99.509,66.665
835,0,99.023,63.796
836,0,100.969,67.963
837,0,100.131,65.799
838,0,98.347,67.164
839,0,99.933,64.174
840,0,100.705,66.372
841,0,96.988,67.927
842,0,99.193,68.221
843,0,101.05,68.32
844,0,97.069,69.46
845,0,101.27,67.224
846,0,99.49,65.495
847,0,97.752,66.58
848,0,101.946,66.103
849,0,98.755,61.841
850,0,99.036,66.491
851,0,99.885,65.638
852,0,98.748,67.618
853,0,97.402,67.674
854,0,102.288,70.673
855,0,99.893,67.3
856,0,101.012,68.325
857,0,99.519,66.055
858,0,97.513,67.313
859,0,101.262,66.294
860,0,97.783,67.057
861,0,100.823,69.928
862,0,103.934,66.034
863,0,98.13,65.911
864,0,98.939,66.539
865,0,102.062,65.979
866,0,100.492,67.238
867,0,98.562,66.09
868,0,97.785,65.511
869,0,99.787,70.294
870,0,98.835,64.932
871,0,99.636,65.366
872,0,101.386,68.854
873,0,96.795,67.343
874,0,100.36,67.059
875,0,99.24,67.287
876,0,97.857,66.842
877,0,98.252,68.094
878,0,98.795,65.598
879,0,100.32,64.789
880,0,103.787,66.854
881,0,99.959,64.99
882,0,100.995,68.169
883,0,101.248,67.838
884,0,100.937,67.8
885,0,101.86,67.476
886,0,101.816,67.56
887,0,98.53,66.352
888,0,100.127,67.472
889,0,99.042,65.992
890,0,99.806,70.064
891,0,98.611,64.867
892,0,98.62,67.194
893,0,100.012,66.382
894,0,100.698,67.125
895,0,101.631,67.782
896,0,97.908,69.738
897,0,99.272,66.487
898,0,101.802,65.16
899,0,99.317,66.987
900,0,99.175,67.223
901,0,100.659,67.178
902,0,97.84,68.626
903,0,99.129,65.087
904,0,99.625,67.501
905,0,99.388,67.651
906,0,98.327,65.614
907,0,101.567,67.021
908,0,98.212,67.27
909,0,102.599,66.154
910,0,102.933,69.594
911,0,103.056,68.564
912,0,100.812,68.099
913,0,97.244,65.914
914,0,98.678,66.062
915,0,96.321,65.735
916,0,98.572,66.12
917,0,98.517,67.177
918,0,100.381,67.936
919,0,102.096,65.805
920,0,99.393,66.832
921,0,99.326,68.107
922,0,98.193,69.34
923,0,98.713,71.409
924,0,99.611,66.922
925,0,102.7,67.497
926,0,100.407,68.022
927,0,101.047,66.437
928,0,100.89,66.981
929,0,101.831,67.908
930,0,101.734,66.253
931,0,98.727,69.153
932,0,100.758,65.739
933,0,102.501,66.145
934,0,101.609,67.289
935,0,101.143,65.42
936,0,101.114,67.204
937,0,102.73,63.458
938,0,99.782,66.711
939,0,99.366,67.404
940,0,100.454,66.467
941,0,100.065,66.521
942,0,99.989,67.662
943,0,100.73,67.058
944,0,97.975,66.081
945,0,100.881,68.948
946,0,98.428,68.607
947,0,100.84,70.264
948,0,101.378,68.223
949,0,100.791,65.429
950,0,99.474,67.724
951,0,101.922,66.735
952,0,101.757,64.911
953,0,99.255,65.996
954,0,100.756,65.512
955,0,98.225,66.238
956,0,100.57,66.534
957,0,100.484,67.232
958,0,101.364,68.861
959,0,97.302,66.946
960,0,100.491,67.404
961,0,101.932,68.091
962,0,100.968,66.508
963,0,98.459,66.465
964,0,98.309,70.578
965,0,102.065,68.947
966,0,96.344,67.981
967,0,100.079,66.077
968,0,99.526,66.483
969,0,102.802,64.526
970,0,101.435,65.551
971,0,99.007,66.51
972,0,100.829,66.794
973,0,99.369,68.145
974,0,100.485,68.394
975,0,98.871,65.717
976,0,102.275,68.112
977,0,98.198,65.917
978,0,100.27,65.44
979,0,101.523,66.492
980,0,102.21,69.839
981,0,99.929,65.296
982,0,99.018,66.169
983,0,97.692,67.466
984,0,100.224,65.165
985,0,98.93,65.117
986,0,100.209,70.368
987,0,98.037,66.285
988,0,99.054,66.695
989,0,99.202,67.823
990,0,100.623,67.819
991,0,101.128,62.163
992,0,101.016,66.694
993,0,98.984,67.722
994,0,98.838,67.442
995,0,101.646,67.523
996,0,99.24,67.211
997,0,102.379,69.666
998,0,101.15,67.586
999,0,101.476,67.199
1000,1,4.476,23.361
1001,1,6.939,19.015
1002,1,4.731,22.492
1003,1,4.789,24.915
1004,1,2.198,22.412
1005,1,5.531,25.716
1006,1,5.474,21.091
1007,1,4.827,20.042
1008,1,8.212,19.71
1009,1,5.234,18.428
1010,1,8.203,16.599
1011,1,3.331,21.538
1012,1,4.579,21.647
1013,1,7.66,21.567
1014,1,6.924,22.769
1015,1,3.902,20.985
1016,1,4.54,21.632
1017,1,4.598,22.866
1018,1,4.238,21.935
1019,1,2.537,18.594
1020,1,6.074,22.924
1021,1,4.069,22.425
1022,1,4.601,21.999
1023,1,3.883,22.229
1024,1,3.49,21.107
1025,1,3.753,22.091
1026,1,4.635,21.395
1027,1,6.254,24.524
1028,1,4.299,22.179
1029,1,6.884,22.382
1030,1,7.44,21.949
1031,1,1.689,21.57
1032,1,4.537,20.605
1033,1,8.27,22.208
1034,1,2.075,19.451
1035,1,1.449,20.162
1036,1,3.986,22.005
1037,1,6.266,21.504
1038,1,4.258,20.183
1039,1,3.375,21.075
1040,1,5.286,23.169
1041,1,3.084,24.325
1042,1,3.703,20.563
1043,1,4.623,20.785
1044,1,4.949,24.16
1045,1,6.666,20.93
1046,1,5.554,24.127
1047,1,7.434,22.113
1048,1,4.833,22.033
1049,1,6.529,23.618
1050,1,6.353,22.698
1051,1,2.623,19.601
1052,1,5.198,23.64
1053,1,7.071,21.024
1054,1,3.863,22.338
1055,1,3.825,23.683
1056,1,7.293,23.917
1057,1,7.044,23.521
1058,1,4.627,21.873
1059,1,4.174,24.034
1060,1,8.723,23.155
1061,1,5.645,23.663
1062,1,5.2,21.198
1063,1,5.128,20.343
1064,1,6.564,19.934
1065,1,8.248,23.543
1066,1,6.697,22.773
1067,1,5.243,23.421
1068,1,3.961,20.664
1069,1,1.865,21.948
1070,1,7.292,20.351
1071,1,3.723,22.494
1072,1,5.507,20.152
1073,1,4.639,22.088
1074,1,3.572,23.493
1075,1,7.004,22.833
1076,1,5.536,22.87
1077,1,5.069,22.904
1078,1,7.801,21.96
1079,1,7.146,23.739
1080,1,4.864,22.015
1081,1,5.709,19.321
1082,1,7.663,23.694
1083,1,4.117,20.516
1084,1,5.297,20.937
1085,1,2.723,23.236
1086,1,6.729,21.552
1087,1,3.831,22.725
1088,1,6.091,22.853
1089,1,6.185,24.495
1090,1,6.194,21.711
1091,1,4.011,22.643
1092,1,4.757,21.602
1093,1,6.519,21.807
1094,1,5.714,22.961
1095,1,5.203,22.583
1096,1,6.465,20.224
1097,1,3.397,23.897
1098,1,4.664,23.491
1099,1,2.903,23.708
1100,1,5.193,24.161
1101,1,2.021,26.371
1102,1,4.447,22.792
1103,1,5.995,22.772
1104,1,4.56,22.499
1105,1,6.028,20.94
1106,1,2.957,20.981
1107,1,3.617,22.913
1108,1,8.592,21.477
1109,1,3.751,22.053
1110,1,6.266,19.489
1111,1,4.585,22.793
1112,1,5.616,23.471
1113,1,6.351,20.25
1114,1,7.285,25.087
1115,1,4.952,20.568
1116,1,4.815,18.494
1117,1,4.427,22.962
1118,1,5.276,22.346
1119,1,3.569,23.206
1120,1,4.332,20.919
1121,1,7.344,24.446
1122,1,3.516,22.569
1123,1,2.808,18.783
1124,1,4.798,20.532
1125,1,3.169,21.553
1126,1,1.248,21.083
1127,1,4.286,19.606
1128,1,5.884,20.139
1129,1,3.705,21.042
1130,1,4.911,23.663
1131,1,3.307,22.484
1132,1,5.973,23.074
1133,1,5.986,20.912
1134,1,4.015,20.4
1135,1,6.018,20.422
1136,1,4.855,20.179
1137,1,6.597,22.634
1138,1,7.485,22.645
1139,1,3.743,23.713
1140,1,6.641,23.029
1141,1,7.38,21.615
1142,1,5.337,21.403
1143,1,3.491,21.711
1144,1,5.463,21.171
1145,1,5.901,21.139
1146,1,7.822,22.478
1147,1,7.158,21.285
1148,1,5.275,22.518
1149,1,2.58,24.268
1150,1,6.883,21.502
1151,1,8.004,22.374
